rowid,object,attribute,value,attributetype
2502,da9615e5-4c17-4dca-9bb1-5853bfbccee2,locationAddress,"88 Colin P Kelly Jr St, San Francisco, CA",address
2503,da9615e5-4c17-4dca-9bb1-5853bfbccee2,organizerName,Unstructured Data Meetup Bay Area + Seattle,string
2504,c9332141-f693-465b-a204-4ed9075e10db,type,event,type
2505,c9332141-f693-465b-a204-4ed9075e10db,startDate,2024-03-24T09:30:00-07:00,date
2506,c9332141-f693-465b-a204-4ed9075e10db,endDate,2024-03-24T12:30:00-07:00,date
2507,c9332141-f693-465b-a204-4ed9075e10db,name,Windmills & Tulips OMG! - Golden Gate Park,string
2508,c9332141-f693-465b-a204-4ed9075e10db,url,https://www.meetup.com/burlingame-plein-air-painters/events/298652459/,url
2509,c9332141-f693-465b-a204-4ed9075e10db,image,https://secure-content.meetupstatic.com/images/classic-events/519159109/676x676.jpg,url-img
2510,c9332141-f693-465b-a204-4ed9075e10db,description,"Dutch treat! (OK, so that's a sad play on words.) A full scale windmill plus if luck is with us the whole tulip field in bloom! You can wander into the Wes",string
2511,c9332141-f693-465b-a204-4ed9075e10db,locationName,Queen Wilhelmina Garden,string
2512,c9332141-f693-465b-a204-4ed9075e10db,locationAddress,"1690 John F Kennedy Dr, San Francisco, CA",address
2513,c9332141-f693-465b-a204-4ed9075e10db,organizerName,Burlingame Plein Air Painters,string
2514,a50ba8f2-758b-4a56-92e3-f7e931e325be,type,event,type
2515,a50ba8f2-758b-4a56-92e3-f7e931e325be,startDate,2024-03-23T21:00:00-07:00,date
2516,a50ba8f2-758b-4a56-92e3-f7e931e325be,endDate,2024-03-24T02:00:00-07:00,date
2517,a50ba8f2-758b-4a56-92e3-f7e931e325be,name,MIDNIGHTS - A TAYLOR SWIFT DANCE PARTY,string
2518,a50ba8f2-758b-4a56-92e3-f7e931e325be,url,https://www.eventbrite.com/e/midnights-a-taylor-swift-dance-party-tickets-776308458497,url
2519,a50ba8f2-758b-4a56-92e3-f7e931e325be,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F657364399%2F5617198057%2F1%2Foriginal.20231212-152543?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=713158084feba3aa1a2b7ad27057ccf3,url-img
2520,a50ba8f2-758b-4a56-92e3-f7e931e325be,description,Saturday March 23 at Rickshaw Stop,string
2521,a50ba8f2-758b-4a56-92e3-f7e931e325be,locationName,Rickshaw Stop,string
2522,a50ba8f2-758b-4a56-92e3-f7e931e325be,locationAddress,"155 Fell Street, San Francisco, CA 94102",address
2523,a50ba8f2-758b-4a56-92e3-f7e931e325be,organizerName,GBH,string
2524,f35f8b18-711f-4294-aad7-2b14a35ef8c2,type,event,type
2525,f35f8b18-711f-4294-aad7-2b14a35ef8c2,startDate,2024-03-20T13:30:00-07:00,date
2526,f35f8b18-711f-4294-aad7-2b14a35ef8c2,endDate,2024-03-20T16:30:00-07:00,date
2527,f35f8b18-711f-4294-aad7-2b14a35ef8c2,name,WIGI's Annual GDC Networking Event,string
2528,f35f8b18-711f-4294-aad7-2b14a35ef8c2,url,https://www.eventbrite.com/e/wigis-annual-gdc-networking-event-tickets-853357704867,url
2529,f35f8b18-711f-4294-aad7-2b14a35ef8c2,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F718790069%2F259357084435%2F1%2Foriginal.20240313-185303?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=8d9a0da04ff90b2328adb33f98a07d68,url-img
2530,f35f8b18-711f-4294-aad7-2b14a35ef8c2,description,Join us at WIGI's Annual GDC Networking Event for a safe and inclusive environment to connect with gaming professionals!,string
2531,f35f8b18-711f-4294-aad7-2b14a35ef8c2,locationName,"Thriller Social Club, 4th Street, San Francisco, CA, USA",string
2532,f35f8b18-711f-4294-aad7-2b14a35ef8c2,locationAddress,"508 4th Street, San Francisco, CA 94107",address
2533,f35f8b18-711f-4294-aad7-2b14a35ef8c2,organizerName,Women in Games International (WIGI),string
2534,9ac87233-5a9f-48e6-9291-da62a492e0bf,type,event,type
2535,9ac87233-5a9f-48e6-9291-da62a492e0bf,startDate,2024-03-22T21:00:00-07:00,date
2536,9ac87233-5a9f-48e6-9291-da62a492e0bf,endDate,2024-03-23T02:00:00-07:00,date
2537,9ac87233-5a9f-48e6-9291-da62a492e0bf,name,YOI TOKI [SF] - A FUTURE FUNK / VAPORWAVE PARTY,string
2538,9ac87233-5a9f-48e6-9291-da62a492e0bf,url,https://www.eventbrite.com/e/yoi-toki-sf-a-future-funk-vaporwave-party-tickets-816856990247,url
2539,9ac87233-5a9f-48e6-9291-da62a492e0bf,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F686756659%2F5617198057%2F1%2Foriginal.20240131-153126?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=0705901b9471b21d88880b5d63fb944d,url-img
2540,9ac87233-5a9f-48e6-9291-da62a492e0bf,description,Join us for a night of Future Funk Insanity,string
2541,9ac87233-5a9f-48e6-9291-da62a492e0bf,locationName,Rickshaw Stop,string
2542,9ac87233-5a9f-48e6-9291-da62a492e0bf,locationAddress,"155 Fell Street, San Francisco, CA 94102",address
2543,9ac87233-5a9f-48e6-9291-da62a492e0bf,organizerName,GBH,string
2544,285f52c6-a2b3-4d12-b1b2-d5505e8042bb,type,event,type
2545,285f52c6-a2b3-4d12-b1b2-d5505e8042bb,startDate,2024-03-23T21:00:00-07:00,date
2546,285f52c6-a2b3-4d12-b1b2-d5505e8042bb,endDate,2024-03-24T02:00:00-07:00,date
2547,285f52c6-a2b3-4d12-b1b2-d5505e8042bb,name,Dancing Queen ABBA Glitter Disco Anniversary,string
2548,285f52c6-a2b3-4d12-b1b2-d5505e8042bb,url,https://www.eventbrite.com/e/dancing-queen-abba-glitter-disco-anniversary-tickets-803267503727,url
2549,285f52c6-a2b3-4d12-b1b2-d5505e8042bb,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F677642689%2F1798772509403%2F1%2Foriginal.20240118-183404?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=df80653233d973e49ae71655c5364942,url-img
2550,285f52c6-a2b3-4d12-b1b2-d5505e8042bb,description,"Get ready to celebrate the sparkling disco anniversary of ABBA with the ultimate Dancing Queen extravaganza on March 23th, 2024!",string
2551,285f52c6-a2b3-4d12-b1b2-d5505e8042bb,locationName,The Great Northern,string
2552,285f52c6-a2b3-4d12-b1b2-d5505e8042bb,locationAddress,"119 Utah St, San Francisco, CA 94103",address
2553,285f52c6-a2b3-4d12-b1b2-d5505e8042bb,organizerName,The Great Northern,string
2554,202e6b75-3afa-4548-817e-359d4dd3fb16,type,event,type
2555,202e6b75-3afa-4548-817e-359d4dd3fb16,startDate,2024-03-21T18:00:00-07:00,date
2556,202e6b75-3afa-4548-817e-359d4dd3fb16,endDate,2024-03-24T18:00:00-07:00,date
2557,202e6b75-3afa-4548-817e-359d4dd3fb16,name,"Superfine Art Fair @ Fort Mason | Mar. 21-24, 2024",string
2558,202e6b75-3afa-4548-817e-359d4dd3fb16,url,https://www.eventbrite.com/e/superfine-art-fair-fort-mason-mar-21-24-2024-tickets-798973740967,url
2559,202e6b75-3afa-4548-817e-359d4dd3fb16,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F696530399%2F165663754183%2F1%2Foriginal.20240213-213915?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C440%2C5442%2C2721&s=1b57976b0d12a75e725d954a877a89ad,url-img
2560,202e6b75-3afa-4548-817e-359d4dd3fb16,description,Discover new art by 100 of the most exceptional artists in the world at San Francisco's favorite art fair where you meet the artists 1-on-1.,string
2561,202e6b75-3afa-4548-817e-359d4dd3fb16,locationName,Gateway Pavilion,string
2562,202e6b75-3afa-4548-817e-359d4dd3fb16,locationAddress,"2 Marina Blvd, San Francisco, CA 94123",address
2563,202e6b75-3afa-4548-817e-359d4dd3fb16,organizerName,Superfine! Art Fair,string
2564,a8c8f2d8-c8aa-417b-83a9-060e5d8c892a,type,event,type
2565,a8c8f2d8-c8aa-417b-83a9-060e5d8c892a,startDate,2024-03-22T21:00:00-07:00,date
2566,a8c8f2d8-c8aa-417b-83a9-060e5d8c892a,endDate,2024-03-23T04:00:00-07:00,date
2567,a8c8f2d8-c8aa-417b-83a9-060e5d8c892a,name,SET with  STEPHAN BODZIN Live + EELKE KLEIJN (DAYS like NIGHTS),string
2568,a8c8f2d8-c8aa-417b-83a9-060e5d8c892a,url,https://www.eventbrite.com/e/set-with-stephan-bodzin-live-eelke-kleijn-days-like-nights-tickets-808090990907,url
2569,a8c8f2d8-c8aa-417b-83a9-060e5d8c892a,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F719078469%2F423411194433%2F1%2Foriginal.20240314-010406?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C39%2C1786%2C893&s=d846cd6b5f56a22a6d8bdf311595b6be,url-img
2570,a8c8f2d8-c8aa-417b-83a9-060e5d8c892a,description,SET Underground with Stephan Bodzin (Afterlife),string
2571,a8c8f2d8-c8aa-417b-83a9-060e5d8c892a,locationName,The Midway SF,string
2572,a8c8f2d8-c8aa-417b-83a9-060e5d8c892a,locationAddress,"900 Marin St, San Francisco, CA 94124",address
2573,a8c8f2d8-c8aa-417b-83a9-060e5d8c892a,organizerName,SET UNDERGROUND,string
2574,947f6f52-52a9-4a97-85a7-4cd54ee40ab2,type,event,type
2575,947f6f52-52a9-4a97-85a7-4cd54ee40ab2,startDate,2024-03-22T21:00:00-07:00,date
2576,947f6f52-52a9-4a97-85a7-4cd54ee40ab2,endDate,2024-03-23T02:00:00-07:00,date
2577,947f6f52-52a9-4a97-85a7-4cd54ee40ab2,name,Daft Punk’s Discovery: The Dance Party,string
2578,947f6f52-52a9-4a97-85a7-4cd54ee40ab2,url,https://www.eventbrite.com/e/daft-punks-discovery-the-dance-party-tickets-807396884817,url
2579,947f6f52-52a9-4a97-85a7-4cd54ee40ab2,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F680368669%2F1798772509403%2F1%2Foriginal.20240123-010053?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=247faef113208d18c73b9185f09b7d7a,url-img
2580,947f6f52-52a9-4a97-85a7-4cd54ee40ab2,description,A massive love letter tribute dance party to Daft Punk.,string
2581,947f6f52-52a9-4a97-85a7-4cd54ee40ab2,locationName,The Great Northern,string
2582,947f6f52-52a9-4a97-85a7-4cd54ee40ab2,locationAddress,"119 Utah St, San Francisco, CA 94103",address
2583,947f6f52-52a9-4a97-85a7-4cd54ee40ab2,organizerName,The Great Northern,string
2584,f05290f3-e5c1-41d0-be33-e2f81bdfeb42,type,event,type
2585,f05290f3-e5c1-41d0-be33-e2f81bdfeb42,startDate,2024-03-23T21:00:00-07:00,date
2586,f05290f3-e5c1-41d0-be33-e2f81bdfeb42,endDate,2024-03-24T02:00:00-07:00,date
2587,f05290f3-e5c1-41d0-be33-e2f81bdfeb42,name,SPRING PARTY - CELEBRATING PERSIAN NEW YEAR!,string
2588,f05290f3-e5c1-41d0-be33-e2f81bdfeb42,url,https://www.eventbrite.com/e/spring-party-celebrating-persian-new-year-tickets-812692935447,url
2589,f05290f3-e5c1-41d0-be33-e2f81bdfeb42,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F684140109%2F20368589%2F1%2Foriginal.20240128-010115?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=224%2C0%2C772%2C386&s=aa25d9655d5596350f42625794e7cd3f,url-img
2590,f05290f3-e5c1-41d0-be33-e2f81bdfeb42,description,Join us for a fabulous night Packed with Energy & Entertainment :),string
2591,f05290f3-e5c1-41d0-be33-e2f81bdfeb42,locationName,The Grand,string
2950,f3728a46-c14e-4d46-ac15-523d74045c70,price,0,int
2592,f05290f3-e5c1-41d0-be33-e2f81bdfeb42,locationAddress,"520 4th Street, San Francisco, CA 94107",address
2593,f05290f3-e5c1-41d0-be33-e2f81bdfeb42,organizerName,Aykut Events,string
2594,0d1e6833-de5a-46d3-ac6e-8521835da2a4,type,event,type
2595,0d1e6833-de5a-46d3-ac6e-8521835da2a4,startDate,2024-03-21T17:30:00-07:00,date
2596,0d1e6833-de5a-46d3-ac6e-8521835da2a4,endDate,2024-03-22T02:00:00-07:00,date
2597,0d1e6833-de5a-46d3-ac6e-8521835da2a4,name,GDC 2024 Next Level Mixer + After Party,string
2598,0d1e6833-de5a-46d3-ac6e-8521835da2a4,url,https://www.eventbrite.com/e/gdc-2024-next-level-mixer-after-party-tickets-606660145827,url
2599,0d1e6833-de5a-46d3-ac6e-8521835da2a4,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F650093179%2F271122442446%2F1%2Foriginal.20231129-065749?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=0c1a2ca475ee2ef30c78b4b623017df7,url-img
2600,0d1e6833-de5a-46d3-ac6e-8521835da2a4,description,Come to our 6th Annual GDC Next Level Networking Mixer + After Party and walking distance from the Moscone Convention Center!,string
2601,0d1e6833-de5a-46d3-ac6e-8521835da2a4,locationName,Temple Nightclub San Francisco,string
2602,0d1e6833-de5a-46d3-ac6e-8521835da2a4,locationAddress,"540 Howard Street, San Francisco, CA 94105",address
2603,0d1e6833-de5a-46d3-ac6e-8521835da2a4,organizerName,Level Up Events,string
2604,6ee86974-7716-4da9-af6c-6ff3d153b718,type,event,type
2605,6ee86974-7716-4da9-af6c-6ff3d153b718,startDate,2024-03-21T19:30:00-07:00,date
2606,6ee86974-7716-4da9-af6c-6ff3d153b718,endDate,2024-03-21T21:30:00-07:00,date
2607,6ee86974-7716-4da9-af6c-6ff3d153b718,name,22nd Game Audio Network Guild Awards,string
2608,6ee86974-7716-4da9-af6c-6ff3d153b718,url,https://www.eventbrite.com/e/22nd-game-audio-network-guild-awards-tickets-838440717757,url
2609,6ee86974-7716-4da9-af6c-6ff3d153b718,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F696825119%2F119417619549%2F1%2Foriginal.20240214-082023?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C59%2C2048%2C1024&s=9f956807c539eec586bad7169c7e73e6,url-img
2610,6ee86974-7716-4da9-af6c-6ff3d153b718,description,The G.A.N.G. Awards celebrates and recognizes excellence in game audio. We look forward to seeing you there!,string
2611,6ee86974-7716-4da9-af6c-6ff3d153b718,locationName,Moscone Center,string
2612,6ee86974-7716-4da9-af6c-6ff3d153b718,locationAddress,"747 Howard Street, San Francisco, CA 94103",address
2613,6ee86974-7716-4da9-af6c-6ff3d153b718,organizerName,Game Audio Network Guild,string
2614,8fa9794f-6f13-47f9-b6dd-c1331bbb0569,type,event,type
2615,8fa9794f-6f13-47f9-b6dd-c1331bbb0569,startDate,2024-03-20T17:30:00-07:00,date
2616,8fa9794f-6f13-47f9-b6dd-c1331bbb0569,endDate,2024-03-21T01:30:00-07:00,date
2617,8fa9794f-6f13-47f9-b6dd-c1331bbb0569,name,GDC 2024 Level Up Mixer + After Party,string
2618,8fa9794f-6f13-47f9-b6dd-c1331bbb0569,url,https://www.eventbrite.com/e/gdc-2024-level-up-mixer-after-party-tickets-796576049407,url
2619,8fa9794f-6f13-47f9-b6dd-c1331bbb0569,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F673069059%2F271122442446%2F1%2Foriginal.20240112-073534?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=7318ef3233cbc2c5075171d1275536ee,url-img
2620,8fa9794f-6f13-47f9-b6dd-c1331bbb0569,description,Come to our 6th Annual GDC Level Up Networking Mixer + After Party and walking distance from the Moscone Convention Center!,string
2621,8fa9794f-6f13-47f9-b6dd-c1331bbb0569,locationName,The Grand,string
2622,8fa9794f-6f13-47f9-b6dd-c1331bbb0569,locationAddress,"520 4th Street, San Francisco, CA 94107",address
2623,8fa9794f-6f13-47f9-b6dd-c1331bbb0569,organizerName,Level Up Events,string
2624,5a66a7e3-96b3-4fee-aac0-d6c6de790946,type,event,type
2625,5a66a7e3-96b3-4fee-aac0-d6c6de790946,startDate,2024-03-22T18:00:00-07:00,date
2626,5a66a7e3-96b3-4fee-aac0-d6c6de790946,endDate,2024-03-23T01:00:00-07:00,date
2627,5a66a7e3-96b3-4fee-aac0-d6c6de790946,name,GDC 2024 Game Night Mixer + After Party,string
2628,5a66a7e3-96b3-4fee-aac0-d6c6de790946,url,https://www.eventbrite.com/e/gdc-2024-game-night-mixer-after-party-tickets-799934534727,url
2629,5a66a7e3-96b3-4fee-aac0-d6c6de790946,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F675576809%2F271122442446%2F1%2Foriginal.20240116-145121?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=9d4a6004f84952fb699c93027e14a29b,url-img
2630,5a66a7e3-96b3-4fee-aac0-d6c6de790946,description,Come to our 6th Annual GDC Game Night Networking Mixer + After Party and a short walking distance from the Moscone Convention Center!,string
2631,5a66a7e3-96b3-4fee-aac0-d6c6de790946,locationName,The Foundry SF,string
2632,5a66a7e3-96b3-4fee-aac0-d6c6de790946,locationAddress,"1425 Folsom Street, San Francisco, CA 94103",address
2633,5a66a7e3-96b3-4fee-aac0-d6c6de790946,organizerName,Level Up Events,string
2634,b0d2fa98-4c57-42c7-a3f3-83c254c23a41,type,event,type
2635,b0d2fa98-4c57-42c7-a3f3-83c254c23a41,startDate,2024-03-20T18:30:00-07:00,date
2636,b0d2fa98-4c57-42c7-a3f3-83c254c23a41,endDate,2024-03-20T20:30:00-07:00,date
2637,b0d2fa98-4c57-42c7-a3f3-83c254c23a41,name,"Bel Aire: The Wizard of Oz, EMERALD CAST, Wednesday, March 20th at 6:30pm",string
2638,b0d2fa98-4c57-42c7-a3f3-83c254c23a41,url,https://www.eventbrite.com/e/bel-aire-the-wizard-of-oz-emerald-cast-wednesday-march-20th-at-630pm-tickets-820421020357,url
2639,b0d2fa98-4c57-42c7-a3f3-83c254c23a41,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F695732459%2F233001349746%2F1%2Foriginal.20240213-001502?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C105%2C1516%2C758&s=1c7c912dfdc651ab581d02af4a8ef0f3,url-img
2640,b0d2fa98-4c57-42c7-a3f3-83c254c23a41,description,Directed and choreographed by Marissa Joy Ganz,string
2641,b0d2fa98-4c57-42c7-a3f3-83c254c23a41,locationName,Bel Aire Elementary School,string
2642,b0d2fa98-4c57-42c7-a3f3-83c254c23a41,locationAddress,"277 Karen Way, Tiburon, CA 94920",address
2643,b0d2fa98-4c57-42c7-a3f3-83c254c23a41,organizerName,Bel Aire School,string
2644,05d3d86f-182e-459c-bb69-cdc4c610cc47,type,event,type
2645,05d3d86f-182e-459c-bb69-cdc4c610cc47,startDate,2024-03-23T19:00:00-07:00,date
2646,05d3d86f-182e-459c-bb69-cdc4c610cc47,endDate,2024-03-23T22:00:00-07:00,date
2647,05d3d86f-182e-459c-bb69-cdc4c610cc47,name,West Coast Pro presents MARVELOUS COAST,string
2648,05d3d86f-182e-459c-bb69-cdc4c610cc47,url,https://www.eventbrite.com/e/west-coast-pro-presents-marvelous-coast-tickets-787320576037,url
2649,05d3d86f-182e-459c-bb69-cdc4c610cc47,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F665413199%2F269044845361%2F1%2Foriginal.20231231-201346?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=291e39993c6a37386a8b10b6acba352d,url-img
2650,05d3d86f-182e-459c-bb69-cdc4c610cc47,description,Marvelous Pro Wrestling from Japan comes to The Coast for a special night of pro wrestling!,string
2651,05d3d86f-182e-459c-bb69-cdc4c610cc47,locationName,2700 45th Ave,string
2652,05d3d86f-182e-459c-bb69-cdc4c610cc47,locationAddress,"2700 45th Avenue, San Francisco, CA 94116",address
2653,05d3d86f-182e-459c-bb69-cdc4c610cc47,organizerName,West Coast Pro Wrestling,string
2654,522d0228-58f5-47ea-97e8-4fa50acaa3be,type,event,type
2655,522d0228-58f5-47ea-97e8-4fa50acaa3be,startDate,2024-03-22T18:00:00-07:00,date
2656,522d0228-58f5-47ea-97e8-4fa50acaa3be,endDate,2024-03-22T19:00:00-07:00,date
2657,522d0228-58f5-47ea-97e8-4fa50acaa3be,name,Mission Local Presents: A Conversation with Mark Farrell,string
2658,522d0228-58f5-47ea-97e8-4fa50acaa3be,url,https://www.eventbrite.com/e/mission-local-presents-a-conversation-with-mark-farrell-tickets-848571780037,url
2659,522d0228-58f5-47ea-97e8-4fa50acaa3be,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F703139609%2F1909881254133%2F1%2Foriginal.20240222-181258?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C464%2C4500%2C2250&s=1ec4bbab660e77fb592abd97cfda73c4,url-img
2660,522d0228-58f5-47ea-97e8-4fa50acaa3be,description,"Join us at Manny's for a conversation between mayoral candidate, Mark Farrell, and Mission Local's Joe Eskenazi!",string
2661,522d0228-58f5-47ea-97e8-4fa50acaa3be,locationName,Manny&#39;s,string
2662,522d0228-58f5-47ea-97e8-4fa50acaa3be,locationAddress,"3092 16th Street, San Francisco, CA 94103",address
2663,522d0228-58f5-47ea-97e8-4fa50acaa3be,organizerName,Manny's,string
2664,04283c39-421a-4d82-9704-5ecd2de5cdfd,type,event,type
2665,04283c39-421a-4d82-9704-5ecd2de5cdfd,startDate,2024-03-19T18:00:00-07:00,date
2666,04283c39-421a-4d82-9704-5ecd2de5cdfd,endDate,2024-03-19T23:30:00-07:00,date
2667,04283c39-421a-4d82-9704-5ecd2de5cdfd,name,Indie BYOG (Bring Your Own Game) @ GDC2024 by Onerat Games & Sub-Zero Sound,string
2668,04283c39-421a-4d82-9704-5ecd2de5cdfd,url,https://www.eventbrite.com.au/e/indie-byog-bring-your-own-game-gdc2024-by-onerat-games-sub-zero-sound-tickets-834237666317,url
2669,04283c39-421a-4d82-9704-5ecd2de5cdfd,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F698449919%2F343842521485%2F1%2Foriginal.20240216-052254?w=1000&auto=format%2Ccompress&q=75&sharp=10&s=4f877ecc4d4f1a568500f7482ca9238d,url-img
2670,04283c39-421a-4d82-9704-5ecd2de5cdfd,description,"Indie devs of GDC 2024, BYO game for a fun night of demos & networking! Don't have a game?  Mingle with indies and check out their games!",string
2671,04283c39-421a-4d82-9704-5ecd2de5cdfd,locationName,The Royale,string
2672,04283c39-421a-4d82-9704-5ecd2de5cdfd,locationAddress,"800 Post St, San Francisco, CA 94109",address
2673,04283c39-421a-4d82-9704-5ecd2de5cdfd,organizerName,Onerat Games & Sub-Zero Sound,string
2674,a2f7f249-bb15-460c-8e7b-aaf85939a750,type,event,type
2675,a2f7f249-bb15-460c-8e7b-aaf85939a750,startDate,2024-03-23T21:00:00-07:00,date
2676,a2f7f249-bb15-460c-8e7b-aaf85939a750,endDate,2024-03-24T04:30:00-07:00,date
2677,a2f7f249-bb15-460c-8e7b-aaf85939a750,name,Safra & Cloud9 present Purim Costume Party with Silver Panda,string
2678,a2f7f249-bb15-460c-8e7b-aaf85939a750,url,https://www.eventbrite.com/e/safra-cloud9-present-purim-costume-party-with-silver-panda-tickets-825746288377,url
2679,a2f7f249-bb15-460c-8e7b-aaf85939a750,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F703313329%2F564127626281%2F1%2Foriginal.20240222-211442?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=020d5782ac0068fabffc214bbfc49ad5,url-img
2680,a2f7f249-bb15-460c-8e7b-aaf85939a750,description,Safra & Cloud9 present Purim (Costume Party) with Silver Panda,string
2681,a2f7f249-bb15-460c-8e7b-aaf85939a750,locationName,Public Works,string
2682,a2f7f249-bb15-460c-8e7b-aaf85939a750,locationAddress,"161 Erie Street, San Francisco, CA 94103",address
2683,a2f7f249-bb15-460c-8e7b-aaf85939a750,organizerName,Public Works,string
2684,26efef8c-93fe-4b48-ad6b-3628715dd536,type,event,type
2685,26efef8c-93fe-4b48-ad6b-3628715dd536,startDate,2024-03-22T12:00:00-07:00,date
2686,26efef8c-93fe-4b48-ad6b-3628715dd536,endDate,2024-03-24T02:00:00-07:00,date
2687,26efef8c-93fe-4b48-ad6b-3628715dd536,name,"14th Annual San Francisco Salsa Festival March 22-23,2024",string
2688,26efef8c-93fe-4b48-ad6b-3628715dd536,url,https://www.eventbrite.com/e/14th-annual-san-francisco-salsa-festival-march-22-232024-tickets-715815372047,url
2689,26efef8c-93fe-4b48-ad6b-3628715dd536,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F593086609%2F29574791449%2F1%2Foriginal.20221121-144237?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=4%2C0%2C590%2C295&s=25464f13923cd26b4fd72ad562380125,url-img
2690,26efef8c-93fe-4b48-ad6b-3628715dd536,description,"A weekend of world-class performances, dancing, competition and workshops with top salsa and Bachata instructors.",string
2691,26efef8c-93fe-4b48-ad6b-3628715dd536,locationName,San Francisco Airport Marriott Waterfront,string
2692,26efef8c-93fe-4b48-ad6b-3628715dd536,locationAddress,"1800 Old Bayshore Highway, Burlingame, CA 94010",address
2693,26efef8c-93fe-4b48-ad6b-3628715dd536,organizerName,Salsamania Productions,string
2694,56aab489-e541-4501-a187-e46ffee7472f,type,event,type
2695,56aab489-e541-4501-a187-e46ffee7472f,startDate,2024-03-23T19:00:00-07:00,date
2696,56aab489-e541-4501-a187-e46ffee7472f,endDate,2024-03-23T22:00:00-07:00,date
2697,56aab489-e541-4501-a187-e46ffee7472f,name,Mentors Matter - Casino Night,string
2698,56aab489-e541-4501-a187-e46ffee7472f,url,https://www.eventbrite.com/e/mentors-matter-casino-night-tickets-824783187717,url
2699,56aab489-e541-4501-a187-e46ffee7472f,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F701761219%2F27070686563%2F1%2Foriginal.20240221-050243?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=f8c6508be5e506898e4c555c483d8f8a,url-img
2875,ed6e5c90-1514-4e27-8fe2-6abb06f59282,startDate,2024-03-21T18:00:00-07:00,date
2700,56aab489-e541-4501-a187-e46ffee7472f,description,"Come mingle with current and prospective MMBay volunteers for a night of gourmet bites, strong libations, and casino fun!",string
2701,56aab489-e541-4501-a187-e46ffee7472f,locationName,"The Green Room, Van Ness Avenue, San Francisco, CA, USA",string
2702,56aab489-e541-4501-a187-e46ffee7472f,locationAddress,"401 Van Ness Avenue, San Francisco, CA 94102",address
2703,56aab489-e541-4501-a187-e46ffee7472f,organizerName,Minds Matter Bay Area,string
2704,ab0137d2-5f87-4921-9d69-1aad1e201c3b,type,event,type
2705,ab0137d2-5f87-4921-9d69-1aad1e201c3b,startDate,2024-03-20T09:00:00-07:00,date
2706,ab0137d2-5f87-4921-9d69-1aad1e201c3b,endDate,2024-03-20T16:00:00-07:00,date
2707,ab0137d2-5f87-4921-9d69-1aad1e201c3b,name,"Corporate Sustainability Measurement & Reporting: From Whether, to How",string
